text,target,num_characters,num_words,num_sentance,transformed_text
We got a divorce. Lol. She.s here,0,33,9,3,got divorc lol
What's ur pin?,0,14,5,1,ur pin
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0,105,26,2,babe got enough money pick bread milk give back get home
I want snow. It's just freezing and windy.,0,42,11,2,want snow freez windi
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,1,158,32,5,urgent tri contact today draw show prize guarante call 09066358361 land line claim y87 valid 12hr
Come to mahal bus stop.. &lt;DECIMAL&gt;,0,40,13,1,come mahal bu stop lt decim gt
Don know:)this week i'm going to tirunelvai da.,0,47,13,1,know week go tirunelvai da
Me too baby! I promise to treat you well! I bet you will take good care of me...,0,80,21,3,babi promis treat well bet take good care
Its like that hotel dusk game i think. You solve puzzles in a area thing,0,72,16,2,like hotel dusk game think solv puzzl area thing
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1,157,27,3,thank rington order refer number x29 mobil charg tone arriv pleas call custom servic 09065989180
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0,150,38,3,hi love goe day fuck morn woke drop cell way stair seem alright phew miss
Well that must be a pain to catch,0,33,8,1,well must pain catch
Sorry da thangam.it's my mistake.,0,33,7,1,sorri da mistak
I need... Coz i never go before,0,31,8,1,need coz never go
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,281,75,7,rose red red blood blood heart heart u send ti ur friend includ u like u get back r poor relat need 1 support r frnd 2 mani luv u some1 pray god marri tri
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,142,26,2,ur current 500 pound maxim ur send collect 83600 cc 08718720201 po box
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",0,102,22,2,feel like dick keep sleep text facebook messag sup town
No plm i will come da. On the way.,0,34,11,2,plm come da way
Guess he wants alone time. We could just show up and watch when they do..,0,73,17,2,guess want alon time could show watch
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0,149,33,2,height recycl read peopl spend time earn money money spent spend time good morn keep smile
Yup ü not comin :-(,0,19,7,1,yup ü comin
"Yes, princess. Toledo.",0,22,6,2,ye princess toledo
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0,92,23,1,aight text back mu swing need somebodi get door
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0,86,21,3,ron say fri leh n said ding tai feng cant make reserv said wait lor
Good. No swimsuit allowed :),0,28,7,2,good swimsuit allow
Am okay. Will soon be over. All the best,0,40,11,3,okay soon best
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",0,132,28,1,cute thought friendship necessari share everi secret ur close frnd watev u share true
Ok i've sent u da latest version of da project.,0,47,12,1,ok sent u da latest version da project
Pls accept me for one day. Or am begging you change the number.,0,63,15,2,pl accept one day beg chang number
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,0,147,46,5,squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u
"Its ok, if anybody asks abt me, u tel them..:-P",0,47,15,1,ok anybodi ask abt u tel
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",0,151,28,1,funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn 1 teach hw 2 choos wife natur disast happen
* You gonna ring this weekend or wot?,0,37,10,1,gon na ring weekend wot
Also track down any lighters you can find,0,41,8,1,also track lighter find
"Babe, I need your advice",0,24,6,1,babe need advic
"I‘ll leave around four, ok?",0,27,9,1,leav around four ok
Come to medical college at 7pm ......forward it da,0,50,10,1,come medic colleg 7pm forward da
K:)k..its good:)when are you going?,0,35,14,1,k k good go
I can make lasagna for you... vodka...,0,38,9,1,make lasagna vodka
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0,41,11,1,hi kate u give ring asap xxx
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0,118,26,4,peopl tour thought sofa thing sent curiou sugar
"No, but you told me you were going, before you got drunk!",0,57,15,1,told go got drunk
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,0,115,26,2,fuck chicken messag would late woould buzz hear word
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",1,156,31,5,congratul thank good friend u xma prize 2 claim easi call 08718726978 10p per minut
I'm always looking for an excuse to be in the city.,0,51,13,1,alway look excus citi
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0,82,20,1,yup still coffe wif fren fren drove give lift
O shore are you takin the bus,0,29,7,1,shore takin bu
So u gonna get deus ex?,0,23,8,1,u gon na get deu ex
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,0,72,22,2,send email mind lt gt time per night
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1,173,33,2,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0,72,21,3,tap spile seven pub ga st broad st canal ok
Ok then i come n pick u at engin?,0,33,10,1,ok come n pick u engin
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,0,111,28,2,never want tell short late
Raviyog Peripherals bhayandar east,0,34,4,1,raviyog peripher bhayandar east
K actually can you guys meet me at the sunoco on howard? It should be right on the way,0,86,20,2,k actual guy meet sunoco howard right way
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0,121,26,2,moon come color dream star make music sm give warm peac sleep good night
Just finished eating. Got u a plate. NOT leftovers this time.,0,61,14,3,finish eat got u plate leftov time
Thanx a lot...,0,14,4,1,thanx lot
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0,120,32,4,hurri home u big butt hang last caller u food done starv ask cook
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0,78,21,4,lol right diet everyday cheat anyway meant fatti
Its a great day. Do have yourself a beautiful one.,0,50,12,2,great day beauti one
What happened in interview?,0,27,5,1,happen interview
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0,79,20,1,badrith chennai sure pick us competit
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,0,82,21,1,tot group mate lucki havent repli wat time ü need leav
Hey you around? I've got enough for a half + the ten I owe you,0,62,17,2,hey around got enough half ten owe
Hey tmr maybe can meet you at yck,0,33,8,1,hey tmr mayb meet yck
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,0,68,16,1,alrit sam nic checkin ur
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,0,107,32,3,make easi pay back lt gt yr say pay back earlier get
Not to worry. I'm sure you'll get it.,0,37,12,2,worri sure get
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0,132,29,1,ga station like block away hous drive right sinc armenia end swann take howard
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",1,138,29,4,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1,105,19,3,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,0,69,20,3,tuition hm go 1120 1205 one mind
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",0,83,18,1,smoke peopl use wyli smoke much justifi ruin shit
Dear good morning how you feeling dear,0,38,7,1,dear good morn feel dear
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0,114,31,5,littl med say take everi 8 hour 5 pain back took anoth hope die
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0,151,30,3,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0,79,22,3,dunno lei ü decid lor abt leona oop tot ben go n msg
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0,80,23,3,hi move in2 pub would great 2 c u u cud come
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,1,156,29,2,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,134,29,4,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18
Just do what ever is easier for you,0,35,8,1,ever easier
RCT' THNQ Adrian for U text. Rgds Vatian,1,40,10,2,rct thnq adrian u text rgd vatian
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0,165,35,4,stop call everyon say might cancer throat hurt talk ca answer everyon call get one call babysit monday
"It'll be tough, but I'll do what I have to",0,42,13,1,tough
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0,153,31,3,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0,320,61,2,ee msg na poortiyagi odalebeku hanumanji 7 name ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true neglet
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,0,93,25,2,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0,148,32,2,set place heart mind mind easili forget heart alway rememb wish happi valentin day
But i'm surprised she still can guess right lor...,0,50,11,1,surpris still guess right lor
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,0,71,19,3,oki ü wan meet bishan co bishan drive today
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0,158,37,3,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u
